"Immigration Law","Immigration",,
"Human Being","Social Issues","Reproductive Issues",
"Homeland Security Department","Public Services",,
"Home Medical Equipment Services Providers, Board of","Health",,
"Highways, Roads, and Bridges","Transportation",,
"Health Department","Health",,
"Handicapped","Health",,
"Hale County","Municipal and County Issues",,
"Governor's Mansion Authority","Executive Branch",,
"General Contractors, State Licensing Board for","Business and Consumers",,
"Funeral Service, Board of","Business and Consumers",,
"Forever Wild Land Trust","Environmental",,
"Forestry","Environmental",,
"Firefighters' Personnel Standards and Education Commission","Public Services",,
"Fire Protection","Public Services",,
"Finance Department","Commerce",,
"Fertilizers","Agriculture and Food",,
"Ethics Commission","Government Reform",,
"Engineers and Land Surveyors, State Board of Licensure for Professional","Housing and Property",,
"Elder Abuse, Interagency Council for the Prevention of","Senior Issues",,
"Education Department","Education",,
"Discrimination","Civil Liberties and Civil Rights",,
"Death Penalty","Crime",,
"Dale County","Municipal and County Issues",,
"Cullman County","Municipal and County Issues",,
"Criminal Justice Information Center","Crime",,
"Courts","Judiciary",,
"Court Reporting, Board of","Judiciary",,
"Commission on Higher Education","Education",,
"Code of Alabama","Legal Issues",,
"Clay County","Municipal and County Issues",,
"Citizenship","Immigration",,
"Child Support","Family and Children Issues",,
"Boundaries","Federal, State, and Local Relations",,
"Bibb County","Municipal and County Issues",,
"Banking Department","Commerce",,
"Authorities","Public Services",,
"Auctioneers, State Board of","Business and Consumers",,
"Assisted Living Administrators, Board of Examiners of","Senior Issues",,
"Alabama Peace Officers Hall of Fame","Public Services",,
"Alabama Law Institute","Legal Issues",,
"Alabama Firefighters Annuity and Benefit Fund","Public Services",,
"Alabama Development Office","Public Services",,
"Alabama A & M University","Education",,
"Walker County","Municipal and County Issues",,
"Volunteer Fire Departments","Public Services",,
"Underwater Cultural Resources","Recreation",,
"Transportation Department","Transportation",,
"Torts","Legal Issues",,
"Toll Roads and Bridges","Transportation",,
"Sumter County","Municipal and County Issues",,
"Statute of Repose","Legal Issues",,
"Statute of Limitations","Legal Issues",,
"State Employees' Health Insurance Plan","Health","Insurance",
"Sports","Recreation",,
"Smoking","Drugs",,
"Sickle Cell Oversight and Regulatory Commission","Health",,
"Sentencing Commission","Judiciary","Crime",
"Securities Commission","Commerce",,
"Sales and Use Tax","Budget, Spending, and Taxes",,
"Resolutions, Miscellaneous","Resolutions",,
"Redistricting","Campaign Finance and Election Issues",,
"Randolph County","Municipal and County Issues",,
"Railroads","Transportation",,
"Quenette Shehane Crime Victims Program","Crime",,
"Public Service Commission","Public Services",,
"Public Safety","Public Services",,
"Public Education Assessment, Organization, and Allocation Commission","Education",,
"Products Liability","Public Services",,
"Prisons and Prisoners","Crime",,
"Power of Attorney","Legal Issues",,
"Polygraph Examiners, Board of","Judiciary",,
"Plumbers and Gas Fitters Examining Board","Business and Consumers",,
"Physical Therapy, Board of","Health",,
"Physical Therapists","Health",,
"Pharmacy, State Board of","Health",,
"Pharmacy, Alabama State Board of","Health",,
"Penny Trust Fund","Health","Education",
"Optometric Scholarship Awards, Board of","Health","Education",
"Onsite Wastewater Board","Environmental",,
"Occupational Therapy, Alabama State Board of","Health",,
"Nursing, Board of","Health",,
"National Guard","Military",,
"Moral Turpitude","Social Issues",,
"Midwives","Health",,
"Mayors","Municipal and County Issues",,
"Marijuana","Drugs",,
"Limited Liability Companies","Business and Consumers",,
"Liens","Legal Issues",,
"Legislature","Legislative Affairs",,
"Lawrence County","Municipal and County Issues",,
"Law Enforcement Agencies","Public Services",,
"Law Enforcement","Public Services",,
"Landscape Architects, Alabama Board of Examiners of","Business and Consumers",,
"Insurance Companies","Insurance",,
"Innocence Inquiry Commission","Judiciary",,
"Infants and Incompetents","Family and Children Issues",,
"Industrial Relations Department","Business and Consumers",,
"Income Tax","Budget, Spending, and Taxes",,
"Improvement Districts","Business and Consumers",,
"Houston County","Municipal and County Issues",,
"Housing","Housing and Property",,
"Homestead Exemption","Housing and Property",,
"Historical Commission","State Agencies",,
"Historic Preservation Fund, Alabama State","Public Services",,
"Henry County","Municipal and County Issues",,
"Health Insurance","Health","Insurance",
"Greene County","Municipal and County Issues",,
"Garnishments","Family and Children Issues",,
"Forest Products","Agriculture and Food","Environmental",
"Food","Agriculture and Food",,
"Examiners of Public Accounts Department","Budget, Spending, and Taxes",,
"Evidence","Judiciary",,
"Escambia County","Municipal and County Issues",,
"Entertainment Districts","Business and Consumers",,
"Energy and Residential Codes Board","Energy",,
"Elmore County","Municipal and County Issues",,
"Electronic Monitoring Devices","Crime",,
"District Attorneys","Legal Issues",,
"Court, Circuit","Judiciary",,
"Court Costs","Judiciary",,
"Cosmetology, Board of","Business and Consumers",,
"Corporations","Business and Consumers",,
"Coosa County","Municipal and County Issues",,
"Conecuh County","Municipal and County Issues",,
"Community Development Districts","Municipal and County Issues",,
"Communications Districts","Municipal and County Issues",,
"Colleges and Universities","Education",,
"Coffee County","Municipal and County Issues",,
"Class 1 Municipalities","Municipal and County Issues",,
"Chilton County","Municipal and County Issues",,
"Certificate of Need","Welfare and Poverty",,
"Cap and Trade Regulations","Environmental",,
"Buildings","Housing and Property",,
"Bar Pilots and Pilotage","Legal Issues",,
"Autauga County","Municipal and County Issues",,
"Athletic Trainers, Board of","Recreation",,
"Athlete Agents Commission","Recreation",,
"Archives and History Department","State Agencies",,
"Architects, State Board for Registration of","Business and Consumers",,
"Appropriations--General Appropriations Act","Budget, Spending, and Taxes",,
"Antifreeze","Environmental",,
"Animal Shelters","Animal Rights and Wildlife Issues",,
"Alabama State Bar","Legal Issues",,
"Alabama Film Office","State Agencies",,
"Alabama Family Trust","State Agencies",,
"Alabama Athletic Commission","State Agencies","Recreation",
"Aircraft","Transportation",,
"Agritourism","Agriculture and Food","Recreation",
"Agricultural Center Board","Agriculture and Food",,
"Acts and Journals, Printing","Legislative Affairs",,
