"LIBRARIES AND LIBRARIANS","Arts and Humanities ","Labor and Employment"
"IRRIGATION","Environmental",
"EMPLOYMENT SECURITY LAW","Labor and Employment",
"DOMESTIC RELATIONS","Family and Children Issues",
"COMMERCE","Commerce",
"CODES","Other",
"BUILDINGS","Other",
"AIRPLANES AND AIRCRAFT","Transportation",
"TRUSTS","Other ",
"STUDIES","Education",
"SEX OFFENSES AND OFFENDERS","Crime ",
"PUBLIC OFFICERS","Public Services",
"PARKS AND RECREATION","Environmental","Recreation"
"HISTORY","Arts and Humanities ",
"CAPITOL","Other",
"BIDS","Other",
"APPEALS","Legal Issues",
"VETERINARY MEDICINE","Animal Rights and Wildlife Issues ","Labor and Employment"
"TOBACCO","Drugs",
"SELF-GOVERNING AGENCIES","State Agencies ",
"RECREATION","Recreation",
"PURCHASING","Budget, Spending, and Taxes",
"POLLUTION","Environmental",
"NATURAL RESOURCES","Environmental",
"MONEY","Commerce",
"MEMORIALS","Other ",
"LIVESTOCK","Animal Rights and Wildlife Issues ","Agriculture and Food "
"IDENTITY AND NAMES","Other ",
"HOLIDAYS AND DAYS","Resolutions",
"FUELS","Energy ",
"FIRE AND FIREFIGHTERS","Public Services",
"EMERGENCIES","Other ",
"EASEMENTS","Other ",
"CONTROLLER, STATE","State Agencies ",
"COMMODITIES","Other",
"CHARITIES","Other",
"BUILDING SAFETY DIVISION","Housing and Property",
"ASSISTED LIVING AND NURSING HOMES","Health",
"ADMINISTRATIVE PROCEDURE ACT","Government Reform ",
"WOMEN","Sexual Orientation and Gender Issues ",
"SKIING AND SKI RESORTS","Recreation",
"RESOLUTIONS","Resolutions",
"REPORTS","Other ",
"PARDONS AND PAROLE","Crime","Legal Issues "
"MENTAL HEALTH","Health",
"LITIGATION","Legal Issues",
"LIEUTENANT GOVERNOR","Other ",
"LICENSE PLATES","Transportation",
"HOUSE OF REPRESENTATIVES","State Agencies ",
"GEOTHERMAL","Energy ",
"GAMBLING","Gambling and Gaming",
"FORESTS AND FORESTRY","Environmental",
"FINANCE","Budget, Spending, and Taxes",
"EMINENT DOMAIN","Legal Issues",
"DISEASES","Health",
"CONTRIBUTIONS","Other ",
"CONTRACTORS","Legal Issues",
"CONSTITUTIONAL AMENDMENTS","Government Reform ",
"BOATS","Transportation",
"ATHLETICS","Recreation",
"ASSOCIATIONS","Other ",
"APPOINTMENTS","Nominations ",
"AERONAUTICS","Technology and Communication ","Science and Medical Research"
"ACCIDENTS","Transportation",
"ABORTION","Health","Sexual Orientation and Gender Issues"
"WILLS","Legal Issues",
"VOCATIONAL REHABILITATION","Labor and Employment",
"VACCINATION","Health",
"UNIFORM AND MODEL LAWS","Legal Issues",
"SHERIFFS","Public Services",
"SENIOR CITIZENS","Senior Issues ",
"SENATE","Other ",
"POLITICAL PARTIES","Other ",
"NUISANCES","Legal Issues",
"NATIVE AMERICANS","Indigenous Peoples ",
"MULTISTATE COMPACTS AND AGREEMENTS","Federal, State, and Local Relations",
"LOTTERY, STATE","Gambling and Gaming",
"LOBBYING AND LOBBYISTS","Other",
"LOANS","Other",
"LANDLORDS AND TENANTS","Housing and Property",
"INVESTMENTS","Business and Consumers",
"INTERNATIONAL RELATIONS","Federal, State, and Local Relations",
"IMMUNIZATION","Health",
"HUMAN RESOURCES DIVISION","State Agencies ",
"HISTORICAL SOCIETY","Arts and Humanities ",
"HAZARDOUS SUBSTANCES","Environmental",
"GUARDIANS AND CONSERVATORS","Other ",
"FINES","Other ",
"CORPORATIONS","Business and Consumers",
"CONSERVATION","Environmental",
"COMMITTEES","Other ",
"BLIND","Health",
"BICYCLES","Transportation",
"BAIL","Crime",
"AWARDS","Other",
"AUDITS AND AUDITORS","Legal Issues",
"ATTORNEY GENERAL","Other ",
"ADVERTISING","Other ",
"ACCOUNTING AND ACCOUNTANTS","Business and Consumers","Budget, Spending, and Taxes "
"WEAPONS","Guns ",
"WASTES","Other ",
"VOLUNTEERS","Labor and Employment",
"VITAL STATISTICS","Other ",
"TORTS","Legal Issues",
"SUBDIVISIONS","Municipal and County Issues",
"SOCIAL SECURITY","Other ",
"SEWERS","Environmental",
"SCIENCE AND TECHNOLOGY","Technology and Communication ","Science and Medical Research"
"RACING","Gambling and Gaming","Recreation"
"PUBLIC WORKS","Public Services",
"PROFESSIONAL TECHNICAL EDUCATION","Education",
"PLUMBING AND PLUMBERS","Labor and Employment",
"PESTS AND PESTICIDES","Animal Rights and Wildlife Issues ","Environmental"
"PEDESTRIANS","Other ",
"NURSING AND NURSES","Health","Labor and Employment"
"MOTOR CARRIERS","Transportation",
"LAVA HOT SPRINGS","Environmental",
"JUDGMENTS","Legal Issues",
"IDAHO HOUSING AND FINANCE ASSOCIATION","Housing and Property",
"FLAGS","Other",
"EXAMINERS, STATE BOARD OF","Other",
"ENTERTAINMENT","Recreation",
"ENGINEERS AND SURVEYORS","Labor and Employment",
"ENDOWMENT FUNDS AND LANDS","Other",
"DISASTERS"," Environmental",
"DEAF","Health",
"DAYCARE","Family and Children Issues",
"COUNSELING AND COUNSELORS","Labor and Employment","Health"
"COSMETOLOGY","Labor and Employment","Other"
"CONSUMERS","Business and Consumers",
"COLLECTIONS AND COLLECTION AGENCIES","Other ",
"BUSINESS ENTITIES","Business and Consumers",
"BUSINESS","Business and Consumers",
"AUCTIONS AND AUCTIONEERS","Other ",
"AGING, COMMISSION ON","Senior Issues ",
"ADOPTION","Family and Children Issues",
"WILDERNESS","Animal Rights and Wildlife Issues ",
"VETOED BILLS","Legislative Affairs ",
"UNDERGROUND STORAGE TANKS","Other ",
"TRADE","Trade",
"TAXIDERMISTS","Budget, Spending, and Taxes",
"SURVEYING AND SURVEYORS","Other ",
"SOIL","Environmental",
"RESTAURANTS","Agriculture and Food ",
"RESOLUTIONS, JOINT","Resolutions",
"RELIGION AND CHURCHES","Other",
"RECORDERS","Other ",
"PUBLICATIONS","Other",
"PUBLIC BROADCASTING","Public Services",
"PRIVACY","Other",
"PRINTING","Other",
"PERMANENT BUILDING FUND","Other",
"PARTNERSHIPS","Other",
"OUTFITTERS AND GUIDES","Other",
"OPTOMETRY AND OPTOMETRISTS","Health","Labor and Employment"
"NATUROPATHS","Health","Labor and Employment"
"MOTORBIKES AND MOTORCYCLES","Transportation",
"MORTGAGES","Housing and Property",
"MINERALS AND MINING","Environmental","Labor and Employment"
"MEETINGS, PUBLIC","Public Services",
"MASSAGE","Health",
"LEGISLATIVE COUNCIL","Legislative Affairs ",
"LANGUAGES","Technology and Communication ",
"LABELS","Other",
"JUDGES","Judiciary","Labor and Employment"
"JAILS","Crime",
"INSPECTIONS AND INSPECTORS","Labor and Employment",
"HUMAN RIGHTS","Civil Liberties and Civil Rights",
"HOMOSEXUALITY","Sexual Orientation and Gender Issues ",
"HISTORICAL SITES","Arts and Humanities ",
"HEATING AND COOLING","Energy ",
"GOLD","Environmental","Commerce"
"FRAUD","Other",
"EVIDENCE","Crime",
"ETHNIC","Other",
"ELEVATORS AND ESCALATORS","Other",
"DOMESTIC VIOLENCE","Family and Children Issues","Crime"
"DENTISTRY AND DENTISTS","Health","Labor and Employment"
"CREDIT CARDS","Commerce",
"CIVIL RIGHTS","Civil Liberties and Civil Rights",
"CHIROPRACTORS","Health","Labor and Employment"
"BRIDGES","Transportation",
"BLOOD DONATIONS AND DONORS","Health",
"BINGO AND RAFFLES","Gambling and Gaming",
"BEVERAGES","Other",
"BARBERS","Labor and Employment",
"BANKS AND FINANCIAL INSTITUTIONS","Commerce",
"ARTS","Arts and Humanities ",
"ARCHITECTURE AND ARCHITECTS","Labor and Employment","Housing and Property"
"APPRAISALS AND APPRAISERS","Labor and Employment",
"AIRPORTS","Transportation",
"ACUPUNCTURE","Health",
