"Internet","Technology and Communication",,
"Correction Department","Crime",,
"Candidates","Campaign Finance and Election Issues",,
"Advisory bodies","State Agencies",,
"Absentee ballots","Campaign Finance and Election Issues",,
"State employee collective bargaining agreements","Labor and Employment",,
"State Police","Public Services",,
"Sentence and punishment","Judiciary",,
"Public Utility Control, Department of","Public Services",,
"Personal property tax","Budget, Spending, and Taxes","Housing and Property",
"National Guard","Military",,
"Fines (Penalties)","Legal Issues",,
"Absentee voting","Campaign Finance and Election Issues",,
"Task forces","Other",,
"Secretary of the State","Executive Branch",,
"Private activity bonds","Commerce",,
"Prisoners","Crime",,
"Plans","Other",,
"Occupational licenses","Other",,
"Motor vehicle operation","Transportation",,
"Jobs","Labor and Employment",,
"Firearms","Guns",,
"Corporation business tax credits","Budget, Spending, and Taxes","Business and Consumers",
"Children","Family and Children Issues",,
"United States Armed Forces","Military",,
"State Treasurer","Budget, Spending, and Taxes",,
"Nursing homes","Health",,
"Motor vehicle insurance","Transportation","Insurance",
"Freedom of information","Government Reform",,
"Disabled persons","Health",,
"Consumer information","Business and Consumers",,
"Unemployment compensation","Welfare and Poverty",,
"Taxation","Budget, Spending, and Taxes",,
"State boards and commissions","State Agencies",,
"School building projects","Education",,
"Pensions","Labor and Employment",,
"Ordinances","Legal Issues",,
"Municipal regulations","Municipal and County Issues","Federal, State, and Local Relations",
"Motor vehicle fines","Insurance","Legal Issues",
"Liquor permits","Drugs",,
"Comptroller","Budget, Spending, and Taxes",,
"Campaign financing","Campaign Finance and Election Issues",,
"Agricultural lands","Agriculture and Food","Housing and Property",
"Property tax assessments","Budget, Spending, and Taxes","Housing and Property",
"Nonprofit organizations","Legal Issues",,
"Municipal employee collective bargaining","Labor and Employment","Municipal and County Issues",
"Immunity","Legal Issues",,
"Hartford","Municipal and County Issues",,
"Employers","Labor and Employment",,
"Education equalization (Education cost sharing)","Education",,
"Custody of children","Family and Children Issues",,
"Cruelty to animals","Animal Rights and Wildlife Issues",,
"Condominiums","Housing and Property",,
"Business","Business and Consumers",,
"Agriculture, Department of","Agriculture and Food",,
"Affordable housing land use appeals","Housing and Property",,
"Administrative Services, Department of","State Agencies",,
"Town clerks","Municipal and County Issues",,
"Teacher certification","Education",,
"State grants to municipalities","Municipal and County Issues","Federal, State, and Local Relations",
"Siting of facilities","Other",,
"Rental housing","Housing and Property",,
"Registrars of voters","Campaign Finance and Election Issues",,
"Public Works, Department of","Public Services",,
"Private providers of human services","Other",,
"Payments in lieu of taxes","Budget, Spending, and Taxes",,
"Motor vehicle operator license suspension","Transportation",,
"Marijuana","Drugs",,
"Juvenile delinquents","Family and Children Issues","Crime",
"Intergovernmental cooperation","Federal, State, and Local Relations",,
"Income tax (State)","Budget, Spending, and Taxes",,
"Higher Education and Employment Advancement, Joint Committee on","Education",,
"General Assembly","Legislative Affairs",,
"Developmental Services, Department of","Family and Children Issues",,
"DNA testing","Health",,
"Connecticut Siting Council","State Agencies",,
"Commerce, Joint Committee on","Commerce",,
"Bids and bidding","Budget, Spending, and Taxes",,
"Appeal and review","Legal Issues",,
"Technical corrections bills","Other",,
"Senate","Legislative Affairs",,
"Municipal powers","Municipal and County Issues",,
"Motor vehicle registration","Transportation",,
"Income tax exemptions (State)","Budget, Spending, and Taxes",,
"Hospitals","Health",,
"Higher Education Department","Education",,
"Drunken driving","Crime","Drugs","Transportation"
"Drug crimes","Crime","Drugs",
"Cellular telephones","Technology and Communication",,
"Appropriations, Joint Committee On","Budget, Spending, and Taxes",,
"State purchasing","Budget, Spending, and Taxes",,
"Sexual assault","Crime",,
"Renewable energy sources","Energy",,
"Mental retardation, persons with","Health",,
"Mental Health and Addiction Services, Department of","Health",,
"Income tax credits (State)","Budget, Spending, and Taxes",,
"Housing development","Housing and Property",,
"Finance, Revenue and Bonding, Joint Committee on","Budget, Spending, and Taxes",,
"Fees","Other",,
"Ethics code for public officials","Legal Issues",,
"Employees","Labor and Employment",,
"Electric distribution companies","Energy","Business and Consumers",
"Crimes against children","Crime","Family and Children Issues",
"Common interest communities","Municipal and County Issues",,
"Child day care","Family and Children Issues",,
"Bridgeport","Municipal and County Issues",,
"Banks","Business and Consumers",,
"Animals","Animal Rights and Wildlife Issues",,
"Waterbury","Municipal and County Issues",,
"Volunteer firefighters","Public Services",,
"Teacher collective bargaining","Education","Labor and Employment",
"Professional licenses","Other",,
"Municipal liability","Municipal and County Issues",,
"Mentally ill persons","Health",,
"Identification","Other",,
"Highways - Named","Transportation",,
"Emergency medical responders","Health",,
"Connecticut Innovations, Incorporated","Business and Consumers",,
"College students","Education",,
"Attorneys","Judiciary",,
"Wine","Drugs",,
"Vocational education","Education",,
"Student suspensions","Education",,
"State land","Housing and Property",,
"State grants in lieu of taxes","Budget, Spending, and Taxes",,
"State bonds, generally","Budget, Spending, and Taxes",,
"State aid programs","Welfare and Poverty",,
"Social Security","Welfare and Poverty",,
"School administrators","Education",,
"Regionalism","Municipal and County Issues","Federal, State, and Local Relations",
"Property tax abatement","Budget, Spending, and Taxes",,
"Pets","Animal Rights and Wildlife Issues",,
"Municipal property","Municipal and County Issues",,
"Mortgages","Housing and Property",,
"Misdemeanors","Crime",,
"Legislation","Legislative Affairs",,
"Health care facilities","Health",,
"Group homes","Health",,
"Foster care","Family and Children Issues",,
"Energy conservation","Energy",,
"Emergencies","Other",,
"Electric power","Energy",,
"Domestic violence","Crime","Family and Children Issues",
"Delinquent property tax","Budget, Spending, and Taxes","Housing and Property",
"Criminal history records","Crime",,
"Citizens' Election Fund","Campaign Finance and Election Issues",,
"Child abuse and neglect reports of cases","Family and Children Issues",,
"Attorney General","Executive Branch",,
"All-terrain vehicles","Transportation",,
"Tourism","Commerce",,
"State medical assistance program","Health",,
"State buildings","Other",,
"State bonds","Budget, Spending, and Taxes",,
"School buildings and grounds","Education",,
"Sales and use tax exemptions","Budget, Spending, and Taxes",,
"Residency","Housing and Property",,
"Referenda","Other",,
"Property tax assessors","Budget, Spending, and Taxes","Housing and Property",
"Personal data","Other",,
"Nurses","Health",,
"Motor vehicles","Transportation",,
"Motor vehicle license plates","Transportation",,
"Motor vehicle accidents","Transportation",,
"Medical records","Health",,
"Labor arbitration","Labor and Employment",,
"Human Services, Joint Committee on","Health",,
"House of Representatives","Legislative Affairs",,
"Governor","Executive Branch",,
"Foreclosure","Housing and Property",,
"Fiscal Analysis, Office of","Budget, Spending, and Taxes",,
"Firearms permits","Guns",,
"Eviction","Housing and Property",,
"Environmental permits","Environmental",,
"Electronic mail","Technology and Communication",,
"Electric company rates","Energy",,
"Civil actions","Legal Issues",,
"Brownfields","Other",,
"Boats","Transportation",,
"Arbitration and award","Legal Issues",,
"Superior Court","Judiciary",,
"Student performance","Education",,
"Statute of limitations","Legal Issues",,
"State bonds for transportation","Budget, Spending, and Taxes","Transportation",
"State Elections Enforcement Commission","Campaign Finance and Election Issues",,
"Special education","Education",,
"Smoking","Drugs",,
"Residential care homes","Health",,
"Real estate development","Housing and Property",,
"Quasi-public agencies","State Agencies",,
"Political advertising","Campaign Finance and Election Issues",,
"Police Officer Standards and Training Council","Public Services",,
"Permits","Legal Issues",,
"Names","Other",,
"Mobile electronic device","Technology and Communication",,
"Labor unions - Named","Labor and Employment",,
"Impact statements","Legislative Affairs",,
"Hunting","Animal Rights and Wildlife Issues",,
"Hotel occupancy tax","Business and Consumers",,
"Health insurance rates","Health","Insurance",
"General Assembly joint conventions","Legislative Affairs",,
"Emergency communications","Technology and Communication",,
"Electric distribution company rates","Energy",,
"Electric companies","Energy",,
"Early childhood education","Education",,
"Dogs","Animal Rights and Wildlife Issues",,
"Connecticut Development Authority","State Agencies",,
"Bristol","Municipal and County Issues",,
"Autism spectrum disorders","Health",,
"Probate Court","Judiciary",,
"Connecticut Housing Finance Authority (CHFA)","Housing and Property ",,
"Confidentiality","Other ",,
"Veterans' Affairs, Department of","Military ",,
"Public Health, Joint Committee on","Health ",,
"Murder","Crime ",,
"Federal aid","Education ",,
"Controlled substances","Health ",,
"Child abuse and neglect","Family and Children Issues","Crime ",
"Appointments - Individuals - S","Nominations",,
"Appointments - Individuals - M","Nominations",,
"Technical high schools","Education ",,
"Records retention","Other ",,
"Guardian and ward","Other ",,
"Education, Joint Committee on","Education ",,
"Workforce Competitiveness, Office of","Labor and Employment",,
"Transportation, Joint Committee on","Transportation",,
"Telecommunications companies","Technology and Communication",,
"Teacher education","Education ",,
"State employee salaries","Labor and Employment",,
"School readiness programs","Education ",,
"Pharmacists","Health ","Labor and Employment",
"Medical expenses","Health ",,
"Legislative Program Review and Investigations Committee","Legislative Affairs ",,
"Land titles","Housing and Property ",,
"Land records","Other ",,
"Gambling","Gambling and Gaming ",,
"Evidence (Law)","Legal Issues ",,
"Connecticut Lottery Corporation","Gambling and Gaming ",,
"Child health","Health ","Family and Children Issues",
"Capital punishment","Crime ",,
"Tuition","Education ",,
"State bonds for community development","Public Services ",,
"School transportation","Education ","Transportation ",
"Regional schools","Education ",,
"Public records","Public Services ",,
"Property tax exemptions","Budget, Spending, and Taxes ",,
"Municipal chief executive officers","Municipal and County Issues",,
"Medical tests","Health ",,
"Legislative Commissioners' Office","Legislative Affairs ",,
"Juvenile crime","Crime ","Family and Children Issues",
"Housing","Housing and Property ",,
"Hotels, motels and inns","Business and Consumers ",,
"Grants by the state","Other ",,
"General Assembly members","Other ",,
"Firefighters","Labor and Employment",,
"Distressed municipalities","Municipal and County Issues",,
"Decedents' estates","Housing and Property ",,
"Culture and Tourism, Connecticut Commission on","Other ",,
"Corporations","Business and Consumers ",,
"Connecticut Resources Recovery Authority","Other ",,
"Claims Commission","Other ",,
"Buses","Transportation",,
"Board of Governors of Higher Education","Education ",,
"Bazaars and raffles","Other ",,
"Workers' compensation","Labor and Employment",,
"Utility lines, poles and towers","Energy ",,
"Traffic signs and signals","Transportation",,
"Telephone companies","Technology and Communication",,
"Teacher retirement","Education ",,
"Sunday closing laws","Legal Issues ",,
"State regulations, generally","Legal Issues ",,
"School employees","Education ","Labor and Employment",
"School buses","Education ","Transportation ",
"Retail trade","Trade","Housing and Property ",
"Renewable Energy","Energy ",,
"Property tax collectors","Budget, Spending, and Taxes ",,
"Priority school districts","Education ",,
"Negligence","Other ",,
"Municipal officials","Municipal and County Issues",,
"Municipal employees","Municipal and County Issues","Labor and Employment",
"Municipal employee health insurance","Municipal and County Issues","Health",
"Municipal buildings","Municipal and County Issues",,
"Milk Regulation Board","Other ",,
"Manslaughter with a motor vehicle","Crime ","Transportation ",
"Magnet schools","Education ",,
"Liquor","Other ",,
"Life imprisonment","Crime ",,
"Inland wetlands agencies","Environmental",,
"Human Rights and Opportunities, Commission on","Civil Liberties and Civil Rights ",,
"Home care program for the elderly","Senior Issues","Health",
"Holidays and special days","Resolutions",,
"Historic preservation","Other ",,
"Health care centers","Health ",,
"General Assembly roll call","Other ",,
"General Assembly publications","Other ",,
"Election officials","Campaign Finance and Election Issues ",,
"Development rights","Other ",,
"Correctional institutions","Crime ",,
"Contractors","Labor and Employment",,
"Child mental health services","Family and Children Issues","Health",
"Bullying","Family and Children Issues",,
"Auditors of public accounts","Other ",,
"Voter registration","Campaign Finance and Election Issues ",,
"Unemployed persons","Labor and Employment",,
"Torts","Legal Issues ",,
"Stolen property","Crime ",,
"State routes","Other ",,
"State parks","Environmental",,
"State funds","Other ",,
"State forests","Environmental",,
"State employee health insurance","Labor and Employment","Health",
"Special Revenue, Division of","Other ",,
"Solar energy","Energy ",,
"Restaurants","Other ",,
"Property tax collection","Budget, Spending, and Taxes ",,
"Polling places","Campaign Finance and Election Issues ",,
"Pharmacies","Health ",,
"Nonpublic schools","Education ",,
"New Haven","Other ",,
"Medical malpractice","Health ",,
"Manufacturing establishments","Other ",,
"Managed care organizations","Other ",,
"Liens",,,
"Law enforcement","Labor and Employment",,
"Labor and Public Employees, Joint Committee on","Labor and Employment",,
"Insurance premium tax","Insurance","Budget, Spending, and Taxes ",
"Information Technology, Department of","Technology and Communication",,
"Incapacitated persons","Health ",,
"Imaging services","Technology and Communication",,
"Ignition interlock devices","Transportation",,
"Identity cards","Other ",,
"High school graduation","Education ",,
"General Assembly committees","Other ",,
"Gas companies","Energy ","Transportation ",
"Film production tax credits","Budget, Spending, and Taxes ",,
"Felons","Crime ",,
"Environmental impact evaluations","Environmental",,
"Energy conservation in state buildings","Energy ",,
"Energy and Technology, Joint Committee on","Energy ","Technology and Communication",
"Emergency Management and Homeland Security, Department of","State Agencies ",,
"Developmental disabilities, persons with","Health ",,
"Crime victims","Crime ",,
"Conservators","Other ",,
"Commercial development","Other ",,
"Child support","Family and Children Issues",,
"Chief Court Administrator","Judiciary",,
"Charter schools","Education ",,
"Casualty insurance","Insurance",,
"Canvass and returns of votes","Campaign Finance and Election Issues ",,
"Cancer","Health ",,
"Bridges - named","Transportation",,
"Assault and battery","Crime ",,
"Appointments - Individuals - B","Nominations",,
"Aliens","Legal Issues ",,
"Abandoned property","Housing and Property ",,
"Zoning","Legal Issues ",,
"Wildlife","Animal Rights and Wildlife Issues",,
"Wetlands","Environmental",,
"Valuation and revaluation","Other ",,
"Tuition waivers","Education ",,
"Trucks","Transportation",,
"Telecommunications towers","Technology and Communication",,
"Sunset law","Legal Issues ",,
"Succession and transfer taxes","Budget, Spending, and Taxes ",,
"Subdivisions","Other ",,
"Student financial aid","Education ",,
"Stratford","Education ",,
"State managerial employees","Labor and Employment",,
"State employee retirement health insurance","Labor and Employment","Insurance ",
"State bonds for the environment","Environmental",,
"State Building Code","Other ",,
"Sports","Recreation ",,
"Social Security numbers","Other ",,
"Security deposits","Other ",,
"Schools","Education ",,
"School paraprofessionals","Education ",,
"School health services","Education ","Health ",
"School accommodations","Education ",,
"Retirement","Labor and Employment",,
"Railroad passenger service","Transportation",,
"Public utility termination of service","Public Services ",,
"Public Health Code","Health ",,
"Privatization","Other ",,
"Personal property tax exemptions","Budget, Spending, and Taxes ",,
"Mass transit","Transportation ",,
"Lotteries","Gambling and Gaming ",,
"Juvenile justice","Crime ",,
"Judicial Review Council","Judiciary",,
"Indemnity","Insurance",,
"Housing authorities","Housing and Property ",,
"Home health care","Health ",,
"Historic sites and structures","Other ",,
"Highway safety","Transportation",,
"Highway construction","Transportation",,
"Gifts","Other ",,
"Fraud","Other ",,
"Fraternal benefit societies","Other ",,
"Food","Agriculture and Food ",,
"Fishing licenses","Animal Rights and Wildlife Issues",,
"Estate tax","Housing and Property ","Budget, Spending, and Taxes ",
"Enterprise zones","Other ",,
"Enhanced 9-1-1 emergency telephone system","Technology and Communication",,
"Emergency medical services","Health ",,
"Discrimination in employment","Labor and Employment",,
"Disabled veterans","Military ","Health",
"Criminal law","Crime ",,
"Criminal Justice Commission","Crime ","Family and Children Issues",
"Connecticut Medical Examining Board","Health ",,
"Claims against the state","Legal Issues ",,
"Citizens' Election Program","Campaign Finance and Election Issues ",,
"Child health services","Health ","Family and Children Issues",
"Child care facilities","Health ","Family and Children Issues",
"Beer","Other ",,
"Automatic external defibrillators","Other ",,
"Audits","Legal Issues ",,
"Arrest","Crime ",,
"Appointments - Individuals - R","Nominations",,
"Appointments - Individuals - K","Nominations",,
"Appointments - Individuals - G","Nominations",,
"Appointments - Individuals - C","Nominations",,
"Animal shelters","Animal Rights and Wildlife Issues",,
"Agriculture","Agriculture and Food ",,
"Adoption","Family and Children Issues",,
"Witnesses","Other ",,
"Wind power","Energy ",,
"Whistle blowing","Other ",,
"Water companies","Business and Consumers ","Environmental ",
"Wastewater collection and treatment facilities","Environmental",,
"Voters","Campaign Finance and Election Issues ",,
"Volunteer ambulance companies","Business and Consumers ","Health ",
"Visitation rights","Family and Children Issues",,
"Traffic safety cameras","Transportation",,
"Tobacco","Drugs ",,
"Temporary employment","Labor and Employment",,
"Temporary Family Assistance (TFA)","Family and Children Issues",,
"Telephones","Technology and Communication",,
"Tax assessments","Budget, Spending, and Taxes ",,
"Student records","Education ",,
"Student loans","Education ",,
"State referees","Other ",,
"State officers","Other ",,
"State government","Other ",,
"State Constitution","Other ",,
"Social workers","Labor and Employment",,
"Social services","Public Services ",,
"Signs","Other ",,
"Regional councils of governments","Other ",,
"Property tax exemptions for veterans","Budget, Spending, and Taxes ",,
"Property insurance","Housing and Property ","Insurance ",
"Primaries","Campaign Finance and Election Issues ",,
"Pounds","Other ",,
"Plain language","Other ",,
"Performance bonds","Other ",,
"Parking for the disabled","Transportation",,
"Nursing home patients","Health ",,
"New Britain","Other ",,
"Municipal planning","Municipal and County Issues",,
"Motorcycles","Transportation",,
"Middletown","Other ",,
"Meetings","Other ",,
"Medical leave of absence","Health ",,
"Mammograms","Health ",,
"Low and moderate income housing","Housing and Property ",,
"Long term care","Health ",,
"Liquor sales","Other ",,
"Life insurance","Insurance ",,
"Legislative Management, Joint Committee on","Legislative Affairs ",,
"Law","Legal Issues ",,
"Judiciary, Joint Committee on","Judiciary",,
"Jobs First Employment Services","Labor and Employment",,
"Investigations","Crime ",,
"Initiative","Other ",,
"Infractions","Legal Issues ",,
"Immunization","Health ",,
"Identity theft","Crime ",,
"Housing rehabilitation","Housing and Property ",,
"Housing for the elderly","Housing and Property ","Senior Issues ",
"Homeowners' insurance","Housing and Property ","Insurance ",
"Home ownership","Housing and Property ",,
"Highways","Transportation",,
"Highway maintenance","Transportation",,
"Hearings","Other ",,
"Healthcare Advocate, Office of the","Health ",,
"Group homes for the mentally retarded","Health ",,
"Group homes for children","Family and Children Issues",,
"Fuel cell technology","Energy ","Technology and Communication",
"Fishing","Animal Rights and Wildlife Issues",,
"Financial institutions","Commerce ",,
"Faculty","Other ",,
"Environment, Joint Committee on","Environmental",,
"Electronic commerce","Commerce ",,
"Electric generating facilities","Energy ",,
"Drug paraphernalia","Drugs ",,
"Danbury","Other ",,
"Damages","Other ",,
"DNA databank","Science and Medical Research",,
"Criminal procedure","Crime ",,
"Credit unions","Commerce ",,
"Credit ratings","Commerce ",,
"Court fees and costs","Legal Issues ","Judiciary ",
"Court Support Services Division","Legal Issues ","Judiciary ",
"Cost of living","Other ",,
"Convicted persons","Crime ",,
"Contaminated property","Housing and Property ",,
"Computers","Technology and Communication",,
"Children, Select Committee on","Family and Children Issues",,
"Child care subsidies","Family and Children Issues",,
"Chief State's Attorney","Legislative Affairs ",,
"Career education","Education ",,
"Bradley International Airport","Transportation",,
"Binding arbitration","Legal Issues ",,
"Bank accounts","Commerce ",,
"Assisted living services","Senior Issues","Health ",
"Appointments - Individuals - L","Nominations",,
"Animal control officers","Animal Rights and Wildlife Issues",,
"Advertising","Other ",,
"Adjutant general","Other ",,
"Academic degrees","Education ",,
"Abortion","Reproductive Issues ",,
"Zoning boards of appeals","Other ",,
"Youthful offenders","Crime ",,
"Workforce development","Labor and Employment",,
"Wineries","Other ",,
"Water supply","Environmental",,
"Water company lands","Other ",,
"Voting tabulators","Campaign Finance and Election Issues ",,
"University of Connecticut Health Center","Health ",,
"Transportation planning","Transportation",,
"Trails","Other ",,
"Theaters","Recreation ",,
"Tenants' possessions","Housing and Property ",,
"Technology","Technology and Communication",,
"Supportive housing","Housing and Property ",,
"Students","Education ",,
"Student transportation vehicles","Education ","Transportation ",
"State surplus property","Housing and Property ",,
"State Traffic Commission","Transportation",,
"State Properties Review Board","Other ",,
"State Fire Marshal","Other ",,
"Special Transportation Fund","Transportation",,
"Sex offenders","Crime ",,
"Set-aside program for small contractors, minority business enterprises, disabled persons and nonprofit corporations","Business and Consumers ",,
"School nurses","Education ","Health ",
"School districts","Education ",,
"School attendance age","Education ",,
"School attendance","Education ",,
"Rehabilitation of buildings","Other ",,
"Registrars of vital statistics","Other ",,
"Recreational facilities","Recreation ",,
"Recordings","Other ",,
"Real estate conveyance tax","Housing and Property ",,
"Real estate brokers and salespersons","Housing and Property ",,
"Real estate","Housing and Property ",,
"Public Utilities Control Authority","Energy ",,
"Psychiatric exams","Health ",,
"Property tax on motor vehicles","Budget, Spending, and Taxes ",,
"Pregnancy","Reproductive Issues ","Health ",
"Plymouth","Other ",,
"Planning and Development, Joint Committee on","State Agencies ",,
"Photographs","Other ",,
"Petitions","Other ",,
"Parole"," Crime ",,
"Parental rights","Family and Children Issues",,
"Package stores","Other ",,
"Municipal highways","Transportation",,
"Municipal employee retirement health insurance","Labor and Employment",,
"Municipal employee retirement","Labor and Employment",,
"Municipal elections","Municipal and County Issues",,
"Municipal contracts","Municipal and County Issues",,
"Motor vehicle repairers","Transportation",,
"Motor vehicle fuels tax","Transportation",,
"Missing persons","Other ",,
"Minority business enterprises","Business and Consumers ",,
"Military pensions","Military ",,
"Mental health services","Health ",,
"Medical service corporations","Health ",,
"Medical examiners","Health ",,
"Mediation","Other ",,
"Mayors","Other ",,
"Manslaughter","Crime ",,
"Mandatory imprisonment","Crime ",,
"Livery service","Other ",,
"Liquor and minors","Other ",,
"Licenses","Other ",,
"Language","Other ",,
"Kindergarten","Education ",,
"Kidnapping","Crime ",,
"Jurors","Judiciary",,
"Insurance and Real Estate, Joint Committee on","Insurance","Housing and Property ",
"Incorporation","Other ",,
"Hybrid vehicles","Transportation",,
"Hazardous waste","Environmental",,
"Habeas corpus","Judiciary",,
"HUSKY plan","Other ",,
"Grandparents","Family and Children Issues",,
"Government Administration and Elections, Joint Committee on","Campaign Finance and Election Issues ",,
"Good Samaritan Law","Legal Issues ",,
"Gasoline sales","Energy ",,
"Gasoline","Energy ",,
"Gaming Policy Board","Gambling and Gaming ",,
"Forests","Environmental",,
"Farmers' markets","Agriculture and Food ",,
"Family violence prevention and response","Family and Children Issues",,
"Family leave of absence","Family and Children Issues",,
"Eye care","Health ",,
"English language","Other ",,
"Electronic medical records","Health ",,
"Electric vehicles","Transportation",,
"Electric self-generation facilities","Energy ",,
"Electric distribution companies competitive transition assessment","Energy ",,
"Drug abuse treatment","Drugs ",,
"Drinking water","Other ",,
"Distance learning","Education ",,
"Disasters","Other ",,
"Diabetes","Health ",,
"Dentists","Health ",,
"Demolition","Other ",,
"Delinquent taxes","Budget, Spending, and Taxes ",,
"Dead bodies","Other ",,
"Cyberbullying","Technology and Communication",,
"Cooperatives","Other ",,
"Consumer Counsel, Office of","Business and Consumers ",,
"Conservation easements","Other ",,
"Connecticut Transportation Strategy Board","Transportation",,
"Connecticut State Library","Public Services ",,
"ConnPACE","Health ",,
"Civil preparedness","Civil Liberties and Civil Rights ",,
"Chiropractic and chiropractors","Health ",,
"Children, Commission on","Family and Children Issues",,
"Child Advocate, Office of","Family and Children Issues",,
"Charter Oak State College","Education ",,
"Budget Reserve Fund (Rainy Day Fund)","Budget, Spending, and Taxes ",,
"Blood tests","Health ",,
"Blood","Health ",,
"Banks, Joint Committee on","Commerce ",,
"Banking Department","Commerce ",,
"Appointments - Individuals - T","Nominations",,
"Appointments - Individuals - P-Q","Nominations",,
"Appointments - Individuals - F","Nominations",,
"Apartments","Housing and Property ",,
"Ammunition","Guns",,
"Alcoholism treatment","Health ",,
"Airports and landing fields","Transportation",,
"Air pollution","Environmental",,
"Adult education","Education ",,
"Abandoned motor vehicles","Transportation",,
"Workers' Compensation Commission Advisory Board","Labor and Employment",,
"West Haven","Other ",,
"Watersheds","Environmental",,
"Water diversion","Other ",,
"Wallingford","Other ",,
"Videotapes","Other ",,
"Veterinarians","Animal Rights and Wildlife Issues",,
"United States Constitution","Other ",,
"United States Congress","Other ",,
"Unified School District #2 (Department of Children and Families)","Education ",,
"Transportation and the elderly","Transportation","Senior Issues ",
"Transportation","Transportation",,
"Town committees","Other ",,
"Tourism districts","Other ",,
"Tolls","Transportation",,
"Text Message","Technology and Communication",,
"Terrorism","Other ",,
"Temporary Assistance for Needy Families (TANF)","Family and Children Issues",,
"Television","Other ",,
"Teacher evaluation","Education ",,
"Tax abatement","Budget, Spending, and Taxes ",,
"Subcontractors","Labor and Employment",,
"Stormwater management","Other ",,
"Stores","Other ",,
"State property","Housing and Property ",,
"State officer salaries","Labor and Employment",,
"State motor vehicles","Transportation",,
"State grants in lieu of taxes on real property of private colleges and hospitals","Budget, Spending, and Taxes ",,
"State bonds for education","Education ",,
"State administered general assistance (SAGA)","Other ",,
"State Supreme Court","Judiciary",,
"State Police Forensic Science Laboratory","Science and Medical Research",,
"State Fire Safety Code","Other ",,
"State Fire Administration, Office of","State Agencies ",,
"State Ethics, Office of","State Agencies ",,
"State Contracting Standards Board","Other ",,
"Site plans","Other ",,
"Sick leave","Labor and Employment",,
"Sex offender registration","Crime ",,
"Self defense","Other ",,
"Selectpersons","Other ",,
"Search warrants","Legal Issues ",,
"Scrap metal processors","Other ",,
"School meals","Education ","Health",
"School choice","Education ",,
"Scholarships","Education ",,
"Salvia divinorum","Drugs",,
"Riverview Hospital for Children and Youth","Health ","Family and Children Issues",
"Rivers, streams and brooks","Environmental",,
"Research and development","Other",,
