"REP. HARRISON",,,,
"SENTENCING","Judiciary","Crime",,
"DISABLED PERSONS","Health",,,
"WOMEN","Sexual Orientation and Gender Issues",,,
"SEN. HARTSELL",,,,
"WATER & SEWER SYSTEMS","Public Services",,,
"TAX CREDITS","Budget, Spending, and Taxes",,,
"CULTURAL RESOURCES","Arts and Humanities",,,
"COASTAL RESOURCES","Environmental",,,
"BUILDINGS","Housing and Property",,,
"AWARDS, HONORS & MEMORIALS","Resolutions",,,
"CIVIL ACTIONS","Legal Issues",,,
"FINES & PENALTIES","Legal Issues",,,
"TAXES, SALES & USE","Budget, Spending, and Taxes",,,
"TAXES, CORPORATE INCOME","Budget, Spending, and Taxes","Business and Consumers",,
"RETIREMENT","Senior Issues","Labor and Employment",,
"POVERTY","Welfare and Poverty",,,
"CONTRACTS","Business and Consumers","Labor and Employment",,
"SEN. HOYLE",,,,
"MARRIAGE & FAMILY","Family and Children Issues",,,
"FISH & WILDLIFE","Animal Rights and Wildlife Issues",,,
"ADMINISTRATIVE RULES","Other",,,
"SEN. SNOW",,,,
"COMMUNITY COLLEGES OFFICE","Education",,,
"SEN. PURCELL",,,,
"REP. WAINWRIGHT",,,,
"LAW ENFORCEMENT OFFICERS","Crime","Public Services",,
"COUNCILS","Other",,,
"COMMERCE DEPT.","Commerce",,,
"ACTUARIAL NOTES","Other",,,
"INTERNET","Technology and Communication",,,
"NOTIFICATION","Other",,,
"FOODS & BEVERAGES","Agriculture and Food",,,
"REP. ENGLAND",,,,
"FINANCIAL SERVICES","Commerce",,,
"TAXES, PROPERTY","Budget, Spending, and Taxes","Housing and Property",,
"SEN. RAND",,,,
"DEBTOR & CREDITOR","Commerce",,,
"AUTHORITIES","Other",,,
"STATE HEALTH PLAN","Health",,,
"REP. MCLAWHORN",,,,
"JUSTICE DEPT.","State Agencies",,,
"REP. RAPP",,,,
"INMATES","Crime",,,
"SEN. SWINDELL",,,,
"SEN. DORSETT",,,,
"SEN. ALBERTSON",,,,
"MECKLENBURG COUNTY","Municipal and County Issues",,,
"CURRICULUM","Education",,,
"ANNEXATION","Municipal and County Issues",,,
"ADMINISTRATION DEPT.","State Agencies",,,
"SAFETY","Other",,,
"GUILFORD COUNTY","Municipal and County Issues",,,
"DISEASES","Health",,,
"GRANTS","Education",,,
"CONTROLLED SUBSTANCES","Drugs",,,
"REFERENDUMS & INITIATIVES","Government Reform",,,
"RURAL DEVELOPMENT","Other",,,
"ATTORNEYS","Judiciary",,,
"AGRICULTURE DEPT.","Agriculture and Food",,,
"REP. WEISS",,,,
"ALTERNATIVE ENERGY","Energy",,,
"AGING","Senior Issues",,,
"SPORTS","Recreation",,,
"REP. TOLSON",,,,
"LAKES & RIVERS","Environmental",,,
"JUDICIAL DEPT.","Judiciary",,,
"DEATH & DYING","Other",,,
"SUNSETS","Legal Issues",,,
"SEN. NESBITT",,,,
"INSURANCE DEPT.","Insurance",,,
"COUNTY COMMISSIONERS","Municipal and County Issues",,,
"SEN. GOSS",,,,
"REP. YONGUE",,,,
"REP. TARLETON",,,,
"PILOT PROGRAMS","Other",,,
"MANUFACTURING","Commerce",,,
"CHARTERS","Other",,,
"HOSPITALS","Health",,,
"REP. OWENS",,,,
"REP. CRAWFORD",,,,
"LIABILITY","Legal Issues",,,
"JUDGES","Judiciary",,,
"WAKE COUNTY","Municipal and County Issues",,,
"MINORITIES","Civil Liberties and Civil Rights",,,
"CAPITAL SPENDING","Budget, Spending, and Taxes",,,
"TAXES, INDIVIDUAL INCOME","Budget, Spending, and Taxes",,,
"SEN. MALONE",,,,
"SEN. JENKINS",,,,
"REVENUE DEPT.","State Agencies","Budget, Spending, and Taxes",,
"REP. MARTIN",,,,
"REP. PIERCE",,,,
"REP. GOODWIN",,,,
"FIREFIGHTERS & FIREFIGHTING","Public Services",,,
"WASTE MANAGEMENT","Public Services",,,
"SEN. KINNAIRD",,,,
"SEN. FORIEST",,,,
"REP. LUCAS",,,,
"PUBLIC RECORDS","Public Services",,,
"HUNTING & FISHING","Animal Rights and Wildlife Issues",,,
"HEALTH EDUCATION","Health","Education",,
"SEN. MCKISSICK",,,,
"ORANGE COUNTY","Municipal and County Issues",,,
"NUTRITION","Health",,,
"CRIME CONTROL DEPT.","Crime",,,
"COMMUNITY COLLEGES BOARD","Education",,,
"REP. BRYANT",,,,
"REP. BORDSEN",,,,
"POLLUTION","Environmental",,,
"PAROLE & PROBATION","Crime",,,
"REP. ROSS",,,,
"REP. GOFORTH",,,,
"SEN. JONES",,,,
"REP. FARMER-BUTTERFIELD",,,,
"CIVIL PROCEDURE","Legal Issues",,,
"WEAPONS","Guns",,,
"TRAFFIC OFFENSES","Transportation",,,
"SUBSTANCE ABUSE","Drugs","Health",,
"SEN. VAUGHAN",,,,
"SEN. DAVIS",,,,
"SEN. ATWATER",,,,
"SCIENCE & TECHNOLOGY","Science and Medical Research",,,
"REP. M. ALEXANDER",,,,
"REP. FISHER",,,,
"REP. ALLEN",,,,
"NEW HANOVER COUNTY","Municipal and County Issues",,,
"MEDICAID","Insurance","Health",,
"EMERGING TECHNOLOGIES","Technology and Communication",,,
"TUITION","Education",,,
"TESTING","Education",,,
"SEN. STEIN",,,,
"CONSTITUTION, NC","Legislative Affairs",,,
"ALCOHOLIC BEVERAGES","Legal Issues",,,
"SEN. BOSEMAN",,,,
"PREGNANCY","Reproductive Issues",,,
"CORRECTIONAL INSTITUTIONS","Crime",,,
"STATE TREASURER","State Agencies",,,
"SALES","Commerce",,,
"RESEARCH","Science and Medical Research",,,
"REP. HAIRE",,,,
"REP. BRUBAKER",,,,
"CORRECTION DEPT.","Crime",,,
"CABARRUS COUNTY","Municipal and County Issues",,,
"TOBACCO","Other",,,
"SEN. STEVENS",,,,
"REP. COLE",,,,
"REP. BLUST",,,,
"PURCHASING","Commerce",,,
"SEN. DANNELLY",,,,
"REP. LUEBKE",,,,
"REP. CARNEY",,,,
"FISHERIES","Agriculture and Food",,,
"DAY CARE","Family and Children Issues",,,
"CULTURAL RESOURCES DEPT.","Arts and Humanities",,,
"SEN. BRUNSTETTER",,,,
"LOANS","Commerce",,,
"LANDOWNERS","Housing and Property",,,
"INSPECTIONS","Other",,,
"GREENSBORO","Municipal and County Issues",,,
"ENVIRONMENTAL MANAGEMENT COMN.","Environmental",,,
"CRIMINAL RECORDS","Crime",,,
"CHARTER SCHOOLS","Education",,,
"VETERANS","Military",,,
"UNREGULATED VEHICLES","Transportation",,,
"SEN. P. BERGER","Transportation",,,
"REP. SPEAR","Transportation",,,
"REP. MOORE","Transportation",,,
"BLANK BILL","Legislative Affairs",,,
"TELESERVICES","Technology and Communication",,,
"REP. UNDERHILL",,,,
"REP. STAM",,,,
"REP. HILL",,,,
"PHYSICIANS","Health",,,
"ETHICS","Legal Issues",,,
"DRIVERS LICENSES","Transportation",,,
"DISASTERS & EMERGENCIES","Public Services","Health",,
"CONSUMER PROTECTION","Business and Consumers",,,
"CALENDAR","Legislative Affairs",,,
"AOC","Judiciary",,,
"WILDLIFE RESOURCES COMN.","Animal Rights and Wildlife Issues",,,
"REP. E. WARREN",,,,
"FUELS","Energy",,,
"REP. HOWARD",,,,
"REP. BLUE",,,,
"CHAPEL HILL","Municipal and County Issues",,,
"VOCATIONAL EDUCATION","Education",,,
"TASK FORCES","Other",,,
"ROWAN COUNTY","Municipal and County Issues",,,
"INSURANCE COMMISSIONER","Insurance",,,
"CUMBERLAND COUNTY","Municipal and County Issues",,,
"COMMUNICATIONS","Technology and Communication",,,
"BUDGET & MANAGEMENT OFFICE","Budget, Spending, and Taxes",,,
"ATTORNEY GENERAL","Executive Branch",,,
"ADMIN. PROCEDURE OVERSIGHT COMM.","Legislative Affairs",,,
"TSERS","State Agencies","Senior Issues","Labor and Employment","Education"
"SOLID WASTE","Public Services",,,
"REP. PARMON",,,,
"REP. ADAMS",,,,
"PROFESSIONAL EDUCATION","Education",,,
"PHARMACEUTICALS","Health",,,
"PARKS & RECREATION AREAS","Recreation","Public Services",,
"HAZARDOUS SUBSTANCES","Health",,,
"FORSYTH COUNTY","Municipal and County Issues",,,
"ELECTIONS, STATE BOARD OF","Campaign Finance and Election Issues",,,
"CITY COUNCILS","Municipal and County Issues",,,
"ARTS","Arts and Humanities",,,
"SEN. TILLMAN",,,,
"SEN. BINGHAM",,,,
"REP. WILEY",,,,
"INTERSTATE COOPERATION","Federal, State, and Local Relations",,,
"EVIDENCE","Crime",,,
"DURHAM COUNTY","Municipal and County Issues",,,
"DATA SYSTEMS","Technology and Communication",,,
"TRAVEL & TOURISM","Commerce",,,
"TAX EXEMPTIONS","Budget, Spending, and Taxes",,,
"TAX COLLECTION","Budget, Spending, and Taxes",,,
"SURETY & FIDELITY","Other",,,
"SMALL BUSINESSES","Business and Consumers",,,
"SHERIFFS","Public Services","Crime",,
"SEN. QUEEN",,,,
"SECRETARY OF STATE","Executive Branch",,,
"REP. HOLLIMAN",,,,
"PUBLIC BUILDINGS","Public Services",,,
"AUDITING & AUDITS","Budget, Spending, and Taxes",,,
"UTILITIES COMN.","Public Services",,,
"TELEPHONE","Technology and Communication",,,
"SEN. PRESTON",,,,
"REP. WILKINS",,,,
"REP. MCGEE",,,,
"REP. JONES",,,,
"REP. JEFFUS",,,,
"REP. FAISON",,,,
"REP. DICKSON",,,,
"REP. CLEVELAND",,,,
"REP. ALLRED",,,,
"PRIVACY","Business and Consumers","Civil Liberties and Civil Rights",,
"PITT COUNTY","Municipal and County Issues",,,
"LABOR DEPT.","Labor and Employment",,,
"HOTELS & MOTELS","Business and Consumers",,,
"ELECTRONIC GOVERNMENT","Technology and Communication",,,
"DOMESTIC VIOLENCE","Crime","Social Issues",,
"ADVERTISING","Commerce",,,
"SUPERIOR COURT","Judiciary",,,
"SEN. SOLES","Transportation",,,
"SEN. FORRESTER","Transportation",,,
"RULES OBJECTION FILED","Other",,,
"REP. WOMBLE",,,,
"REP. EARLE",,,,
"REP. DOLLAR",,,,
"MAGISTRATES","Judiciary",,,
"LOTTERY","Gambling and Gaming",,,
"EMERGENCY MANAGEMENT","Public Services",,,
"COURT CLERKS","Judiciary",,,
"CAMPAIGN FINANCE","Campaign Finance and Election Issues",,,
"WATAUGA COUNTY","Municipal and County Issues",,,
"SEN. D. BERGER","Transportation",,,
"REP. JOHNSON","Transportation",,,
"REP. HALL","Transportation",,,
"REP. COTHAM","Transportation",,,
"REP. BELL","Transportation",,,
"REP. BARNHART","Transportation",,,
"NARCOTICS","Drugs",,,
"LGERS","Senior Issues","Labor and Employment","State Agencies",
"LEGISLATIVE RESEARCH COMN.","Legislative Affairs",,,
"HIGHWAY FUND","Transportation",,,
"COMPUTERS","Technology and Communication",,,
"SCHOOL BUILDINGS","Education",,,
"RALEIGH","Municipal and County Issues",,,
"PUBLIC TRANSPORTATION","Transportation",,,
"EDUCATION ADMINISTRATION","Education",,,
"DOMESTIC ANIMALS","Animal Rights and Wildlife Issues",,,
"CHILD CUSTODY","Family and Children Issues",,,
"BUNCOMBE COUNTY","Municipal and County Issues",,,
"TAX REFUNDS","Budget, Spending, and Taxes",,,
"SEN. BROCK",,,,
"REP. FOLWELL",,,,
"NURSING HOMES","Health","Senior Issues",,
"INDIGENTS","Welfare and Poverty",,,
"GAMING","Gambling and Gaming",,,
"ELECTRICITY","Public Services",,,
"DEFINITIONS","Other",,,
"AVIATION","Transportation",,,
"TAXES, OCCUPANCY","Budget, Spending, and Taxes",,,
"TAXES, EXCISE","Budget, Spending, and Taxes",,,
"STANLY COUNTY","Municipal and County Issues",,,
"REP. MCCOMAS",,,,
"REP. BRAXTON",,,,
"NATIONAL GUARD","Military",,,
"MARINE FISHERIES COMN.","Agriculture and Food",,,
"CONFIDENTIALITY","Business and Consumers","Civil Liberties and Civil Rights",,
"BIOTECHNOLOGY","Technology and Communication",,,
"SEN. GRAHAM",,,,
"SEN. GARROU",,,,
"SEN. BROWN",,,,
"REP. TILLIS",,,,
"REP. HILTON",,,,
"RECYCLING","Public Services","Environmental",,
"MANAGEMENT","Other",,,
"JUVENILE JUSTICE DEPT.","Judiciary","Family and Children Issues",,
"GREENVILLE","Municipal and County Issues",,,
"GENERAL STATUTES","Legal Issues",,,
"ENTERTAINMENT INDUSTRY","Other",,,
"SUPREME COURT","Judiciary",,,
"SEX OFFENSES","Crime",,,
"RESCUE SQUADS","Public Services",,,
"REP. WRAY",,,,
"REP. TUCKER",,,,
"REP. SUTTON",,,,
"POLITICAL ACTIVITY","Campaign Finance and Election Issues",,,
"INSURANCE, LIABILITY","Insurance",,,
"HIGHWAY TRUST FUND","Transportation",,,
"FAYETTEVILLE","Municipal and County Issues",,,
"DISCRIMINATION","Civil Liberties and Civil Rights",,,
"BIDS & BIDDING","Business and Consumers",,,
"WORKERS COMPENSATION","Labor and Employment",,,
"TOURISM DEVELOPMENT AUTHORITIES","Commerce",,,
"TOLL ROADS & BRIDGES","Transportation",,,
"SEN. SHAW",,,,
"SCHOLARSHIPS","Education",,,
"REP. HUGHES",,,,
"IMMIGRATION","Immigration",,,
"FINANCIAL INSTITUTIONS","Commerce",,,
"ENVIRONMENTAL REVIEW COMN.","Environmental",,,
"DISTRICT COURT","Judiciary",,,
"CHARLOTTE","Municipal and County Issues",,,
"BUILDING CODES","Housing and Property",,,
"ANIMAL CONTROL","Animal Rights and Wildlife Issues",,,
"ALIENS","Immigration",,,
"WINSTON-SALEM","Municipal and County Issues",,,
"WILMINGTON","Municipal and County Issues",,,
"SOILS","Environmental","Agriculture and Food",,
"SOCIAL SERVICES DEPTS.","Public Services",,,
"SEN. GOODALL",,,,
"SEN. CLARY",,,,
"REP. R. WARREN",,,,
"REP. JUSTICE",,,,
"REP. HURLEY",,,,
"REP. HOLLOWAY",,,,
"PRINCIPALS","Education",,,
"NURSING","Health",,,
"LABOR COMMISSIONER","Labor and Employment",,,
"ID SYSTEMS","Technology and Communication",,,
"HOUSING FINANCE AGENCY","Housing and Property",,,
"DIVORCE","Family and Children Issues","Legal Issues",,
"DISTRICT ATTORNEYS","Judiciary",,,
"DEBT/STATE GOVERNMENT","State Agencies","Budget, Spending, and Taxes",,
"DARE COUNTY","Municipal and County Issues",,,
"CHILD ABUSE","Crime","Family and Children Issues",,
"ALAMANCE COUNTY","Municipal and County Issues",,,
"TURNPIKE AUTHORITY BOARD","Transportation",,,
"TERM LENGTHS & LIMITS","Campaign Finance and Election Issues","Government Reform",,
"SEN. BLUE",,,,
"REP. WEST",,,,
"REP. K. ALEXANDER",,,,
"REP. BURR",,,,
"PUBLIC MEETINGS","Other",,,
"PUBLIC DEFENDERS","Judiciary",,,
"PRIVATE SCHOOLS","Education",,,
"MINING & MINERAL EXTRACTION","Business and Consumers","Environmental",,
"LANGUAGES","Other",,,
"INVESTMENTS","Commerce",,,
"BUSES","Transportation",,,
"BOONE","Municipal and County Issues",,,
"ABC COMN.","Other",,,
"VACCINES","Health",,,
"URBAN DEVELOPMENT","Municipal and County Issues",,,
"TRUCKS","Transportation",,,
"STATE BUILDINGS","Housing and Property","State Agencies",,
"RURAL ECONOMIC DEV. CENTER","Commerce",,,
"ROBESON COUNTY","Municipal and County Issues",,,
"REP. WILLIAMS",,,,
"REP. KILLIAN",,,,
"REP. GUICE",,,,
"MUSEUMS","Arts and Humanities",,,
"MORTGAGES","Housing and Property",,,
"LABORATORIES","Science and Medical Research",,,
"HEALTH DEPTS.","Health",,,
"FOOD SERVICES","Agriculture and Food",,,
"ESTATES","Legal Issues",,,
"EDUCATION CABINET","Education",,,
"DURHAM","Municipal and County Issues",,,
"CELLULAR PHONES","Technology and Communication",,,
"WELFARE","Welfare and Poverty",,,
"UNION COUNTY","Municipal and County Issues",,,
"STATE AUDITOR","State Agencies",,,
"SEN. ROUZER",,,,
"REVENUE LAWS STUDY COMM.","Other",,,
"REP. T. HARRELL",,,,
"REP. NEUMANN",,,,
"REP. LOVE",,,,
"REP. JUSTUS",,,,
"REP. GILLESPIE",,,,
"MORATORIUMS","Legal Issues",,,
"LOTTERY FUND","Gambling and Gaming",,,
"LEGISLATIVE SERVICES OFFICE","Legislative Affairs",,,
"KANNAPOLIS","Municipal and County Issues",,,
"EMERGENCY MEDICAL SERVICES","Health",,,
"DENTISTRY","Health",,,
"BANKS","Commerce",,,
"WAYNE COUNTY","Municipal and County Issues",,,
"UNEMPLOYMENT","Labor and Employment",,,
"REP. RANDLEMAN",,,,
"REP. E. FLOYD",,,,
"REP. CURRENT",,,,
"LEASING","Commerce",,,
"INFORMATION TECHNOLOGY OFFICE","Technology and Communication",,,
"HOMICIDE","Crime",,,
"GUARDIANSHIP","Family and Children Issues",,,
"FORECLOSURES","Housing and Property",,,
"DEEDS","Housing and Property",,,
"CLEAN WATER TRUST FUND","Environmental","Health",,
"CATAWBA COUNTY","Municipal and County Issues",,,
"BRUNSWICK COUNTY","Municipal and County Issues",,,
"BAIL","Crime",,,
"ASSAULT","Crime",,,
"ASHEVILLE","Municipal and County Issues",,,
"ADMIN. HEARINGS OFFICE","State Agencies",,,
"TRUSTS","Commerce",,,
"STATE CONTROLLER","State Agencies",,,
"SMART START","Education",,,
"SHIPPING","Transportation",,,
"SEN. WEINSTEIN",,,,
"SEN. ALLRAN",,,,
"RESOLUTIONS, SIMPLE","Resolutions",,,
"REP. MOBLEY",,,,
"REP. DOCKHAM",,,,
"REP. BRISSON",,,,
"RAILROADS","Transportation",,,
"PUBLIC INSTRUCTION, SUPT. OF","Education",,,
"PORTS","Commerce",,,
"NAME CHANGE","Legal Issues",,,
"MAYORS","Municipal and County Issues",,,
"MALPRACTICE","Legal Issues",,,
"LOCAL GOVERNMENT COMN.","Municipal and County Issues",,,
"LDC","Other",,,
"INDIGENT DEFENSE SERVICES OFFICE","Judiciary","Welfare and Poverty",,
"HENDERSON COUNTY","Municipal and County Issues",,,
"GEOGRAPHY","Environmental",,,
"FORESTRY","Environmental",,,
"DAVIDSON COUNTY","Municipal and County Issues",,,
"ABC BOARDS","State Agencies",,,
"TRIBAL GOVERNMENT","Indigenous Peoples",,,
"TRANSYLVANIA COUNTY","Municipal and County Issues",,,
"TAXES, MOTOR VEHICLE","Budget, Spending, and Taxes","Transportation",,
"TAX DEDUCTIONS","Budget, Spending, and Taxes",,,
"SEN. JACUMIN",,,,
"SEN. APODACA",,,,
"ROANOKE ISLAND COMN.","State Agencies",,,
"REP. STEEN",,,,
"REP. LEWIS",,,,
"REP. JACKSON",,,,
"REP. GULLEY",,,,
"REP. BROWN",,,,
"RECORDATION OF INSTRUMENTS","Other",,,
"PRIVATIZATION","Other",,,
"PLANTS & TREES","Environmental",,,
"PAROLE COMN.","Crime",,,
"MOTORCYCLES","Transportation",,,
"MEDIA","Technology and Communication",,,
"MACON COUNTY","Municipal and County Issues",,,
"LOBBYING","Government Reform",,,
"JUVENILE CODE","Family and Children Issues","Crime",,
"HOMEOWNERS ASSOCIATIONS","Housing and Property",,,
"FOSTER CARE","Family and Children Issues",,,
"ETHICS COMN.","Legal Issues",,,
"EROSION","Environmental","Agriculture and Food",,
"CLINICS","Health",,,
"BANKING COMN.","Commerce",,,
"ABORTION","Reproductive Issues",,,
"WORK FIRST","Labor and Employment",,,
"VITAL RECORDS","Health",,,
"STUDENT DISCIPLINE","Education",,,
"SEN. WALTERS",,,,
"SEN. HUNT",,,,
"RUTHERFORD COUNTY","Municipal and County Issues",,,
"REP. BURRIS-FLOYD","Municipal and County Issues",,,
"MONTGOMERY COUNTY","Municipal and County Issues",,,
"MEDIATION & ARBITRATION","Municipal and County Issues",,,
"LIENS","Housing and Property",,,
"JACKSON COUNTY","Municipal and County Issues",,,
"EXTRATERRITORIALITY","Other",,,
"EMPLOYMENT SECURITY COMN.","Labor and Employment",,,
"E-NC AUTHORITY","Technology and Communication",,,
"DWI","Crime","Transportation",,
"DAVIE COUNTY","Municipal and County Issues",,,
"DAMS","Energy",,,
"COURT OF APPEALS","Judiciary",,,
"COURT COSTS","Judiciary",,,
"COUNSELING","Other",,,
"CLEVELAND COUNTY","Municipal and County Issues",,,
"CHILDREN WITH SPECIAL NEEDS","Family and Children Issues",,,
"CHILD SUPPORT","Family and Children Issues",,,
"CHEROKEE COUNTY","Municipal and County Issues",,,
"CAPITAL PUNISHMENT","Crime",,,
"APPRAISALS","Other",,,
"AGRICULTURE COMMISSIONER","Agriculture and Food",,,
"ZOOS","Animal Rights and Wildlife Issues","Public Services",,
"TORTS","Legal Issues",,,
"STATE BAR","Judiciary",,,
"SEN. EAST",,,,
"REP. STEWART",,,,
"REP. MACKEY",,,,
"REP. COATES",,,,
"REP. BLACKWELL",,,,
"REGISTER OF DEEDS","Other",,,
"PUBLIC HEALTH COMN.","Health",,,
"PRODUCE","Agriculture and Food",,,
"PENDER COUNTY","Municipal and County Issues",,,
"ONSLOW COUNTY","Municipal and County Issues",,,
"MUNICIPAL INCORPORATION","Municipal and County Issues",,,
"MEDICAL BOARD","Health",,,
"LT. GOVERNOR","Executive Branch",,,
"LIVESTOCK & POULTRY","Agriculture and Food",,,
"INSURANCE, MOTOR VEHICLE","Insurance","Transportation",,
"HISTORIC SITES & MONUMENTS","Arts and Humanities",,,
"HAZARDOUS WASTE","Health",,,
"HALIFAX COUNTY","Municipal and County Issues",,,
"GRAHAM COUNTY","Municipal and County Issues",,,
"ESCHEATS","Legal Issues",,,
"EDUCATION ASSISTANCE AUTHORITY","Education",,,
"DNA","Legal Issues",,,
"CRAVEN COUNTY","Municipal and County Issues",,,
"CLAY COUNTY","Municipal and County Issues",,,
"CJRS","Senior Issues","Labor and Employment","State Agencies",
"BOATS & WATERCRAFT","Transportation",,,
"ALTERNATIVE FUELED VEHICLES","Transportation","Energy",,
"WORK SAFETY","Labor and Employment",,,
"VOLUNTEERS","Other",,,
"SPECIAL ECONOMIC ZONES","Commerce",,,
"SEN. RUCHO",,,,
"RULES REVIEW COMN.","Legislative Affairs",,,
"REP. STEVENS",,,,
"REP. SAGER",,,,
"REP. MICHAUX",,,,
"REP. FRYE",,,,
"RANDOLPH COUNTY","Municipal and County Issues",,,
"PARTNERSHIP FOR CHILDREN","Family and Children Issues",,,
"ONE NORTH CAROLINA FUND","Labor and Employment",,,
"NEUSE RIVER","Environmental",,,
"LEE COUNTY","Municipal and County Issues",,,
"INDUSTRIAL LOCATION","Commerce",,,
"HOMOSEXUALITY","Sexual Orientation and Gender Issues",,,
"HAYWOOD COUNTY","Municipal and County Issues",,,
"GENETICS","Science and Medical Research",,,
"FRAUD","Crime","Business and Consumers",,
"FISHERIES PRODUCTS","Agriculture and Food",,,
"FIREMENS PENSION FUND","Labor and Employment",,,
"ENVIRONMENTAL HEALTH","Environmental","Health",,
"EMINENT DOMAIN","Housing and Property",,,
"DUPLIN COUNTY","Municipal and County Issues",,,
"AIRPORTS","Transportation",,,
"AIDS","Health",,,
"TELEVISION","Technology and Communication",,,
"STATE PERSONNEL OFFICE","State Agencies",,,
"SIGNS","Other",,,
"SANITARY DISTRICTS","Public Services",,,
"REP. WHILDEN",,,,
"REP. RHYNE",,,,
"REP. MCCORMICK",,,,
"REP. HEARGARTY",,,,
"PROGRAM EVALUATION DIVISION","Other",,,
"PESTICIDES & HERBICIDES","Agriculture and Food","Environmental",,
"ORGANIZED LABOR","Labor and Employment",,,
"MEMORIALIZING RESOLUTIONS","Resolutions",,,
"LIBRARIES","Arts and Humanities",,,
"IREDELL COUNTY","Municipal and County Issues",,,
"INSURANCE, PROPERTY","Insurance",,,
"INSURANCE, LIFE","Insurance",,,
"HOME SCHOOLING","Education",,,
"HIGH POINT","Municipal and County Issues",,,
"FUNERAL SERVICES","Other",,,
"FOREST PRODUCTS","Environmental",,,
"FILM INDUSTRY","Other",,,
"FARMLAND PRESERVATION FUND","Agriculture and Food",,,
